lon,lat
143.8132619762433, 42.059239577160554
143.70304137841012, 42.099841339628775
143.62187703955098, 42.1348421998356
143.54165252577994, 42.17857893831361
143.4656311186529, 42.22166574274081
143.4111212635426, 42.271901821726914
143.3607884088239, 42.34025959130618
143.3188617673933, 42.40825416244528
143.26834616890744, 42.472559402060675
143.22318235217335, 42.519641389329614
143.18352695470566, 42.57192284900503
143.18352695470566, 42.64427580142603
143.17488578514553, 42.697341005103894
143.17313666623156, 42.748819605069485
143.202741156507, 42.81398505151683
143.22597572118522, 42.87479211668228
143.25526693643127, 42.938084223806705
143.27646521341862, 42.98673369908053
143.29393029630597, 43.047406954294345
143.32105469259886, 43.0966107850821
143.34436757603447, 43.163324603826965
143.39579689335596, 43.24032267314052
