lon,lat
141.45364179508815, 43.135169347552804
141.49835784261728, 43.173474345147824
141.53210019893564, 43.22078670977328
141.56462307490196, 43.276726230961565
141.57425896883123, 43.32461192883184
141.57425896883123, 43.37358273530653
141.5758028007657, 43.42491310983797
141.5758028007657, 43.47824185248196
141.6519993113139, 43.29184397248724
141.69931384340714, 43.332435211834564
141.7369851377617, 43.37971649576307
141.77933199077617, 43.43168130879306
141.8182227654828, 43.48015391885343
141.8485637140745, 43.528022114972025
141.85844154572501, 43.56524592676905
141.86068752743728, 43.60952611291527
141.85912125608516, 43.65826215451391
141.85912125608516, 43.70113103561486
141.85912125608516, 43.74814737923339
141.85912125608516, 43.79024920080363
